用户id,是否遇到网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,注明内容,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,注明内容.1,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,学习强国,其他，请注明.3,注明内容.2,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,注明内容.3,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,学习强国.1,其他，请注明.5,注明内容.4,全部网页或APP都慢,脱网次数,上网质差次数,微信质差次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
754,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,30,0,苹果,A2634,31.0,30,30.0,26,0.0,9722000,0,是,三星,否
755,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,52,0,小米科技,M2007J17C,29.3,52,29.0,16,0.0,3723484,0,是,二星,否
756,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,41,0,2,否,男,4G,否,0.0,是,0.0,0.0,138,0,苹果,A2223,83.28,138,100.0,115,0.0,10770148,0,否,三星,否
757,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,3,0,否,女,4G,否,0.0,是,0.0,0.0,78,0,华为,HLK-AL10,27.9,78,27.56,379,0.0,25144236,0,否,三星,否
758,1,1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,7,0,0,否,男,5G,否,0.0,是,0.0,0.0,250,0,苹果,A2412,128.0,250,145.0,276,0.0,36154436,0,是,银卡,否
759,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,37,0,苹果,iPhone X A1865,140.0,37,140.0,15,0.0,3487664,0,否,银卡,否
760,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,4,-1,,1,-1,3,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,8,-1,-1,98,今日头条,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,6,-1,8,-1,-1,,-1,17,0,0,否,男,5G,否,0.0,是,0.0,0.0,12,0,小米科技,M2104K10AC,51.0,12,41.0,9,0.0,34348704,0,是,三星,否
761,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,17,0,0,否,男,4G,否,0.0,是,0.0,0.0,92,0,华为,ELE-AL00,23.0,92,27.0,146,7.14935381416664e-07,58746568,42,否,三星,否
762,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,28,0,否,男,5G,否,0.0,是,0.0,0.0,343,0,华为,DVC-TN20,15.0,343,15.0,121,0.0,19183986,0,是,三星,否
763,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,,1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,51,0,0,否,男,4G,否,0.0,是,0.0,0.0,246,0,小米科技,MEE7,51.96,246,48.96,291,0.0,42532551,0,否,三星,否
764,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,4,5,6,-1,-1,-1,-1,,-1,1,0,0,否,性别不详,4G,否,0.0,是,0.0,0.0,362,0,苹果,iPhone XS MAX (A2101),109.0,362,109.0,325,0.0,4635073,0,否,银卡,否
765,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,2,3,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.03125,96,3,苹果,A2634,25.0,96,0.0,0,0.0100131038628884,24534750,245669,否,未评级,否
766,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,9,1,0,否,男,5G,否,0.0,是,0.0,0.0,235,0,苹果,A2412,108.0,235,108.0,69,0.0,14404233,0,是,三星,是
767,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,26,0,0,否,男,4G,否,0.0,是,0.0,0.0,215,0,步步高,V1831A,128.0,215,128.0,204,0.0,30264256,0,否,银卡,否
768,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,1,0,否,男,5G,否,0.0,是,0.0,0.0,344,0,华为,ELS-AN00,135.95,344,128.0,325,0.0,25454664,0,是,银卡,否
769,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,49,0,小米科技,M2001J11C,9.0,49,9.0,10,0.0,98602206,0,是,二星,否
770,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,49,0,华为,PCT-AL10,30.3,49,30.0,45,0.0,24061085,0,否,三星,否
771,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,0,0,苹果,A2298,18.0,0,18.0,4,0.0,10082977,0,否,一星,否
772,1,-1,-1,-1,-1,5,6,7,-1,,1,-1,-1,4,-1,,1,2,3,-1,-1,-1,,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,2,0,5,否,男,4G,否,0.0,是,0.0,0.0,808,0,苹果,iPhone X A1865,95.0,808,95.0,500,0.0,14853029,0,否,三星,是
773,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,3.72,是,1.16,0.0,3,0,中兴,NX667J,38.35,3,48.9,46,0.0,72852226,0,否,三星,否
774,1,-1,-1,-1,-1,5,-1,-1,98,滑雪场,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,185,1,25,否,性别不详,4G,否,0.0,是,0.0,0.0,952,0,苹果,iPhone X A1865,68.0,952,68.0,692,0.0,13002606,0,否,三星,否
775,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,59,0,华为,SEA-AL10,20.0,59,20.0,29,0.0,2604066,0,否,二星,否
776,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,173,0,苹果,A2404,318.0,173,48.3,226,0.0,5322139,0,是,三星,否
777,1,-1,-1,-1,4,5,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,39,5,0,否,男,4G,否,0.0,是,0.0,0.0,302,0,苹果,A2400,70.0,302,70.0,94,0.0,12807130,0,否,三星,是
778,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,21,0,1,否,女,5G,否,0.0,是,0.0,0.0,185,0,欧珀,PEPM00,15.0,185,10.3,305,0.0,22397089,0,是,三星,否
779,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,,1,-1,3,4,-1,-1,,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,0,0,否,女,5G,否,0.0,是,0.0,0.0,272,0,华为,ELS-AN00,92.0,272,92.0,225,6.88324975920917e-07,20339230,14,是,银卡,否
780,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,4G,否,0.0,是,0.0,0.35693215339233,339,121,苹果,A2108,43.0,339,73.0,495,0.199412305417711,10268599,2047685,否,三星,否
781,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,14,0,0,否,女,4G,否,0.0,是,0.0,0.0,23,0,华为,LIO-AN00,78.1,23,78.0,105,0.0,32147873,0,否,三星,是
782,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,5G,否,0.0,是,0.0,0.0,35,0,华为,OCE-AN10,11.0,35,11.0,21,0.0,7535595,0,是,三星,否
783,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,11,0,华为,BLA-AL00,23.0,11,23.0,146,0.0,1489018,0,否,三星,否
784,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,14,0,0,否,男,5G,否,0.0,是,0.0,0.0,100,0,小米科技,M2007J1SC,28.74,100,49.24,84,0.0,15302293,0,是,三星,否
785,1,-1,-1,3,-1,-1,-1,7,-1,,1,2,3,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,47.4,是,6.0,0.0,339,0,苹果,A2223,27.0,339,28.0,14,0.0,45074096,0,否,二星,否
786,1,-1,-1,-1,-1,-1,6,-1,-1,,1,2,3,4,-1,,1,-1,3,-1,5,-1,,1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,,-1,30,4,0,否,男,4G,否,0.0,是,0.0,0.0,54,0,小米科技,M2011K2C,45.0,54,45.35,47,0.0,30063168,0,否,三星,否
787,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,102,0,苹果,A2404,108.0,102,108.0,144,0.0,13047309,0,是,三星,是
788,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,,-1,-1,-1,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,1,否,男,4G,否,0.0,是,0.0,0.0,765,0,欧珀,PBAM00,70.34,765,61.03,757,0.0,14173023,0,否,三星,否
789,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,12,2,1,否,男,4G,否,0.0,是,0.0,0.0,59,0,华为,FRL-AN00a,90.0,59,90.0,40,1.31196064272673e-05,46571519,611,否,三星,否
790,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,5G,否,0.0,是,0.0,0.0,111,0,小米科技,M2012K11AC,90.4,111,90.0,106,0.0,9000381,0,是,银卡,否
791,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,19,0,华为,CLT-AL00,25.0,19,25.0,0,0.0,35619847,0,是,一星,否
792,1,1,2,3,4,5,6,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,50,0,华为,INE-AL00,59.0,50,79.1,264,0.0,44538443,0,否,二星,否
793,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,20,0,5,否,女,4G,是,0.0,是,0.0,0.0,785,0,苹果,A2223,53.69,785,70.14,771,0.0,11611615,0,否,三星,否
794,1,1,-1,-1,-1,-1,-1,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,24,0,华为,BMH-AN10,128.0,24,128.0,6,0.0,101347633,0,是,三星,是
795,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,292,0,0,否,男,4G,否,0.0,是,0.0,0.0,217,0,华为,ELE-AL00,39.0,217,39.0,96,0.0,3729699,0,否,三星,否
796,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,31,10,否,男,4G,否,0.0,是,0.0,0.0,149,0,华为,TAS-AL00,33.0,149,33.0,174,0.0,103120997,0,否,三星,否
797,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,453,0,苹果,A2634,325.0,453,35.0,279,0.0,9084344,0,是,三星,否
798,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,0,否,男,5G,否,0.0,是,0.0,0.0,256,0,小米科技,M2007J17C,130.0,256,130.0,353,0.0,20039157,0,是,银卡,是
799,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,466,0,苹果,A2220,112.7,466,139.96,755,0.0,6320114,0,否,银卡,是
800,1,-1,-1,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,4,5,-1,7,8,-1,-1,,-1,17,1,0,否,男,4G,否,0.0,是,0.0,0.0,435,0,华为,LYA-AL00,175.0,435,175.0,221,0.000139544298344343,7316673,1021,否,银卡,否
801,1,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,9,3,1,否,男,4G,否,0.0,是,0.0,0.0,98,0,华为,AKA-AL10,79.0,98,79.0,40,0.0,17145758,0,否,三星,否
802,1,1,-1,-1,-1,5,6,7,-1,,1,2,3,4,-1,,1,-1,3,4,5,-1,,1,-1,3,-1,5,6,-1,-1,9,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,5,6,-1,8,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,114,0,苹果,iPhone 7 A1660,60.0,114,60.0,52,0.0,1342767,0,否,三星,否
803,1,-1,2,-1,-1,-1,6,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,8,0,0,否,男,5G,否,0.0,是,0.0,0.0,298,0,小米科技,M2001G7AE,92.5,298,78.1,293,0.0,7391855,0,是,银卡,否
804,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,1,2,否,女,4G,否,0.0,是,0.0,0.0,134,0,苹果,iPhone X A1865,110.0,134,110.0,171,0.0,47896936,0,否,银卡,是
805,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,5,3,0,否,男,5G,否,0.0,是,0.0,0.0,55,0,万普拉斯,LE2110,121.57,55,21.0,9,0.0,2447222,0,是,三星,否
806,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,女,5G,否,0.0,是,0.0,0.0,100,0,小米科技,21091116C,4.8,100,1.92,94,0.0,3872836,0,是,二星,否
807,1,-1,-1,-1,-1,5,6,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,1,否,男,5G,否,0.0,是,0.0,0.0,132,0,苹果,A2408,135.0,132,141.0,165,0.0,10081923,0,是,银卡,否
808,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,0,1,否,男,5G,是,0.0,是,0.0,0.0,2360,0,华为,LIO-AN00,238.0,2360,228.0,1395,0.0,13380358,0,是,银卡,否
