用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,场景备注数据,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,现象备注数据,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,APP大类备注,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,其他，请注明.3,APP小类视频备注,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,APP小类游戏备注,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,其他，请注明.5,APP小类上网备注,全部网页或APP都慢,上网质差次数,脱网次数,重定向次数,2G驻留时长,微信质差次数,王者荣耀质差次数,高单价超套客户（集团）,高频高额超套客户（集团）,套外流量（MB）,套外流量费（元）,是否全月漫游用户,是否不限量套餐到达用户,年龄,性别,王者荣耀使用次数,游戏类APP使用天数,游戏类APP使用次数,王者荣耀使用天数,游戏类APP使用流量,抖音使用流量（MB）,今日头条使用流量,快手使用流量,优酷视频使用流量,腾讯视频使用流量,小视频系APP流量,阿里系APP流量,网易系APP流量,腾讯系APP流量,王者荣耀APP使用流量,蜻蜓FMAPP使用流量,饿了么使用流量,美团外卖使用流量,天猫使用流量,大众点评使用流量,滴滴出行使用流量,通信类应用流量,游戏类应用流量,网页类应用流量,音乐类应用流量,视频类应用流量,邮箱类应用流量,终端类型,操作系统,终端制式,终端品牌,终端品牌类型,是否5G网络客户,当月GPRS资源使用量（GB）,是否校园套餐用户,校园卡无校园合约用户,校园卡校园合约捆绑用户,当月高频通信分公司,畅享套餐档位,畅享套餐名称,主套餐档位,当月MOU,近3个月平均消费（剔除通信账户支付）,近3个月平均消费（元）,本年累计消费（元）,码号资源-激活时间,码号资源-发卡时间,客户星级标识
用户3500,8,8,8,8,-1,2,-1,4,-1,-1,7,-1,,1,-1,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,,,,,,否,否,0.0,0.0,否,否,50,男,0.0,0.0,0.0,0.0,0.0,409.95,59067.0,0.0,0.0,966.0,410,36,0,1,0,0,0,0,6,0,0,29,0,59,0,837,0,手机,Android 10,5G终端,小米科技,M2001J11C,是,7.3611,否,否,否,城区三分公司,0,0,10,1002,105.0,105.0,420.0,,,银卡
用户3501,8,7,7,7,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,68.0,658594.0,,,否,否,0.0,0.0,否,否,45,女,0.0,28.0,2302.0,0.0,224633.0,356.36,47203.0,1630.0,235.0,1829.0,358,88,0,14,0,0,0,0,43,0,0,287,219,679,710,361,0,手机,Android 10,5G终端,小米科技,M2001G7AE,是,10.1203,否,否,否,城区三分公司,0,0,10,156,63.12,63.12,253.72,,,三星
用户3502,1,1,1,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,,172.0,211024.0,,,否,否,0.0,0.0,否,否,44,男,0.0,7.0,156.0,0.0,68811.0,5.58,5864354.0,0.0,330.0,6045.0,6,315,0,9,0,0,0,0,257,0,0,413,67,5761,378,42,0,手机,Android 8.1.0,4G终端,小米科技,M1803E1A,否,19.5231,否,否,否,大兴分公司,9,畅享套餐9档-语音9流量0,9,775,41.6,41.6,153.19,,,三星
用户3503,1,1,1,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,是,是,31,男,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,Android 8.1.0,4G终端,华为,JSN-AL00a,否,40.0,否,否,否,不详,128,畅享套餐128档-语音28流量不限量100,128,671,136.68,136.68,550.96,,2018-12-05,二星
用户3504,10,8,8,8,1,-1,-1,-1,-1,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,7.0,,是,否,0.0,10.0,否,否,59,女,0.0,12.0,1440.0,0.0,89864.0,0.0,254.0,392.0,17.0,5057719.0,0,6,0,5498,0,0,0,0,3,0,0,1214,88,106,25,4990,0,手机,iOS 12.0,4G终端,苹果,A2108,否,5.827,否,否,否,城区三分公司,0,0,18,26,34.76,34.76,145.23,2008-10-30,2008-10-16,三星
用户3505,4,5,3,4,1,2,-1,-1,5,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,46.0,1691.0,5923330.0,,,否,否,0.0,0.0,否,否,32,女,0.0,10.0,24.0,0.0,27.0,37.49,1301.0,0.0,0.0,3129.0,37,18,105,3,0,0,0,0,6,1,4,97,0,12,105,75,0,手机,iOS 14.0,5G终端,苹果,A2408,是,29.449,否,否,否,城区二分公司,88,畅享套餐88档-语音8新流量80,88,107,120.0,120.0,480.0,,,银卡
用户3506,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,3.0,,否,否,0.0,0.0,否,否,43,男,0.0,2.0,7.0,0.0,1.0,1.03,306664.0,96887.0,0.0,6805.0,96,125,0,102,0,0,0,0,56,0,0,74,0,316,41,108,0,手机,Android 10,5G终端,华为,CDY-AN20,是,0.1953,否,否,否,城区二分公司,0,0,18,791,10.03,10.03,40.1,,2018-06-07,二星
用户3507,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,98,路上,-1,-1,3,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,1.0,,53.0,101957.0,6.0,,否,否,0.0,0.0,否,是,41,男,0.0,1.0,1197.0,0.0,127995.0,3213.02,384758.0,23114.0,3065.0,114249.0,3236,45,0,363,0,0,0,0,27,2,4,433,125,642,194,4132,0,手机,Android 9,4G终端,华为,LYA-AL00,否,16.0336,否,否,否,城区二分公司,0,0,60,621,100.13,100.13,400.4,,,银卡
用户3508,9,9,9,9,-1,-1,-1,-1,5,-1,-1,98,桥上,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,34,女,0.0,0.0,0.0,0.0,0.0,411.7,43435.0,23033.0,23.0,679525.0,434,432,108,1363,0,0,1,0,353,2,0,839,0,739,27,1834,0,手机,iOS 10.0,4G终端,苹果,iPhone 8 Plus A1864,否,10.5007,否,否,否,顺义分公司,9,畅享套餐9档-语音9流量0,9,85,40.27,40.27,159.8,,,三星
用户3509,7,3,7,5,-1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,3.0,44.0,74214.0,2.0,,否,否,0.0,0.0,否,否,37,女,0.0,4.0,18.0,0.0,20.0,3.45,73147.0,1365091.0,45.0,359890.0,1337,1571,0,1752,0,0,0,0,1218,4,0,596,0,2539,155,2126,1,手机,iOS 12.0,4G终端,苹果,A2104,否,27.0931,否,否,否,城区二分公司,0,0,18,48,59.0,59.0,236.0,,,三星
用户3510,5,3,3,5,-1,-1,-1,-1,5,-1,7,98,以前在地铁可以看新闻，现在什么都打不开了。越来越差，微信文字都发不出去,-1,-1,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,,470.0,2207849.0,,,否,否,0.0,0.0,否,否,38,女,0.0,23.0,132.0,0.0,179.0,0.0,17059.0,650.0,0.0,75221.0,1,38,0,144,0,0,0,0,27,2,9,184,0,105,22,124,0,手机,iOS 14.0,5G终端,苹果,A2404,是,15.5039,否,否,否,城区二分公司,0,0,128,142,128.0,128.0,512.0,,,金卡
用户3511,9,9,8,8,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,8.0,426.0,2354782.0,,,否,否,0.0,0.0,否,否,55,男,0.0,0.0,0.0,0.0,0.0,0.04,483.0,0.0,7.0,10747.0,0,4,0,11,0,0,0,0,3,1,4,65,0,194,0,11,0,手机,Android 10,5G终端,华为,TEL-AN00,是,4.6163,否,否,否,城区二分公司,0,0,128,716,167.55,167.55,662.65,2012-01-03,2012-01-03,银卡
用户3512,8,7,7,7,1,2,-1,4,5,-1,7,-1,,1,2,3,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,5,-1,-1,8,-1,,-1,,,193.0,1387196.0,,,否,否,0.0,0.0,否,否,46,女,0.0,1.0,2.0,0.0,2.0,0.29,108.0,0.0,2.0,252.0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,1,0,手机,Android 10,5G终端,华为,TAH-AN00m,是,5.7983,否,否,否,城区二分公司,0,0,128,192,128.29,128.29,512.88,,,银卡
用户3513,2,2,3,1,1,2,-1,4,5,-1,-1,-1,,1,2,3,4,-1,,1,-1,3,-1,5,-1,,-1,-1,3,4,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,-1,6,-1,-1,-1,,-1,,9.0,458.0,551573.0,,,否,否,0.0,0.0,否,是,36,女,0.0,9.0,67.0,0.0,96.0,0.41,605242.0,0.0,10877.0,452635.0,0,2680,0,1204,0,0,0,0,1027,7,0,702,0,1035,1149,1353,0,手机,,5G终端,苹果,A2634,是,20.6615,否,否,否,通州分公司,88,畅享套餐88档-语音8流量不限量80,88,115,90.22,90.22,359.61,2011-11-16,2011-11-16,三星
用户3514,10,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,40,男,0.0,12.0,52.0,0.0,67.0,0.0,72.0,1703.0,9.0,6609.0,2,32,0,37,0,0,0,0,30,0,1,75,0,74,15,170,0,手机,Android10,5G终端,华为,ELS-AN00,是,12.9099,否,否,否,城区一分公司,0,0,398,1941,303.0,303.0,1212.0,,,白金卡
用户3515,8,7,8,6,1,-1,-1,-1,5,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,39,男,0.0,3.0,3.0,0.0,3.0,0.0,8963.0,0.0,469.0,27480.0,0,347,0,28,0,0,0,0,255,1,0,244,0,79,0,540,0,手机,iOS 10.0,4G终端,苹果,iPhone 8 Plus A1864,否,2.921,否,否,否,城区二分公司,0,0,18,107,54.23,54.23,215.59,,,三星
用户3516,8,7,8,8,1,-1,-1,-1,5,-1,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,41,女,0.0,5.0,51.0,0.0,41581.0,575.45,4865.0,828.0,0.0,155377.0,576,130,0,207,0,0,0,0,77,3,0,442,41,77,12,771,0,手机,iOS 11.4.1,4G终端,苹果,A2217,否,18.0106,否,否,否,不详,0,0,128,178,88.73,88.73,357.35,,,银卡
用户3517,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3.0,,9.0,0.0,,,否,否,0.0,0.0,否,是,67,男,0.0,0.0,0.0,0.0,0.0,8.69,1265655.0,17863.0,133.0,389135.0,26,71,0,399,0,0,0,0,67,0,0,283,0,1384,92,467,0,手机,Android 9,4G终端,华为,GLK-AL00,否,7.5427,否,否,否,城区一分公司,0,0,88,268,88.0,88.0,352.0,,2013-04-03,三星
用户3518,9,9,9,8,-1,-1,-1,-1,5,6,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,5.0,,1.0,31.0,,,否,否,0.0,0.0,否,否,48,女,0.0,12.0,648.0,0.0,466000.0,991.58,101303.0,333237.0,8.0,175614.0,1317,1729,0,538,0,0,3,0,1229,14,0,2810,455,1433,155,1528,27,手机,Android 9,4G终端,步步高,V1941A,否,44.8219,否,否,否,通州分公司,8,畅享套餐8档-语音8流量0,8,41,38.0,38.0,153.68,,,三星
用户3519,9,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,4.0,189.0,,,否,否,0.0,0.0,否,是,37,女,0.0,19.0,336.0,0.0,395.0,17221.55,592179.0,1081.0,3971812.0,57500.0,17223,801,0,61,0,0,0,0,534,0,14,226,0,1129,0,21796,0,手机,,5G终端,苹果,A2644,否,59.958,否,否,否,城区三分公司,128,畅享套餐128档-语音28流量不限量100,128,44,125.0,125.0,500.0,,,银卡
用户3520,7,6,5,7,-1,-1,-1,-1,5,6,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,43,男,0.0,4.0,7.0,0.0,7.0,0.19,39595.0,0.0,69.0,167041.0,0,367,8,178,0,0,8,0,299,1,2,170,0,84,95,167,0,手机,,5G终端,苹果,A2644,是,10.1075,否,否,否,城区三分公司,0,0,80,742,133.57,133.57,500.8,,,三星
用户3521,6,6,6,6,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,8.0,350.0,3137030.0,,,否,否,0.0,0.0,否,是,38,男,0.0,9.0,32.0,0.0,51.0,1.52,73421.0,0.0,0.0,7075.0,2,13,0,7,0,0,0,0,8,1,0,47,0,104,0,54,0,手机,iOS 14.0,5G终端,苹果,A2404,是,19.6366,否,否,否,顺义分公司,0,0,60,315,68.37,68.37,335.1,,,三星
用户3522,8,7,8,7,1,2,-1,-1,5,6,-1,-1,,1,2,3,4,-1,,1,2,3,4,5,-1,,-1,2,-1,-1,-1,-1,-1,-1,9,-1,,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,5,-1,-1,-1,-1,,-1,,,,,,22.0,否,否,0.0,0.0,否,是,33,男,3739.0,26.0,3950.0,26.0,866679.0,0.0,20593.0,1004375.0,1257.0,1044169.0,981,361,0,3182,832,0,0,0,276,2,0,492,846,252,714,6114,0,手机,iOS 11.0,4G终端,苹果,A1903,否,39.8712,否,否,否,通州分公司,0,0,60,422,65.0,65.0,260.0,,,三星
用户3523,6,7,6,5,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,,1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,7,8,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,是,否,34,女,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,Android,5G终端,华为,TEL_AN10,是,1.4782,否,否,否,不详,0,0,8,18,31.83,31.83,132.25,2008-10-20,2008-10-20,三星
用户3524,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,15.0,371.0,,,否,否,0.0,0.0,否,否,34,女,0.0,3.0,12.0,0.0,14.0,1825.17,8412.0,72.0,67.0,154911.0,1825,223,0,245,0,0,0,0,185,0,0,311,0,88,54,2050,0,手机,iOS 11.0,4G终端,苹果,iPhone X A1865,否,4.0738,否,否,否,通州分公司,0,0,11,55,28.09,28.09,112.04,,,三星
用户3525,8,8,7,7,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,-1,98,流量费扣费标准不清晰,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,737.0,1677980.0,,,否,否,0.0,0.0,否,否,42,女,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,Android 10,5G终端,华为,NOH-AN00,否,0.0198,否,否,否,通州分公司,0,0,11,97,45.77,45.77,172.72,,,三星
用户3526,7,6,6,6,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,15.0,15.0,0.0,1.0,,否,否,0.0,0.0,否,否,38,女,0.0,1.0,38.0,0.0,5.0,0.0,18.0,0.0,26.0,13591307.0,0,60,0,13355,0,0,0,0,9,3,0,502,0,154,0,13302,0,手机,Android 8.1.0,4G终端,华为,EML-TL00,否,20.1351,否,否,否,城区三分公司,79,畅享套餐79档-语音19新流量60,79,130,83.05,83.05,338.16,,,三星
用户3527,8,7,7,7,1,2,-1,-1,5,-1,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,603.0,2561408.0,2.0,8.0,否,否,0.0,0.0,否,否,33,性别不详,26.0,4.0,144.0,4.0,15589.0,3848.98,30506.0,0.0,1157.0,476187.0,3849,691,0,701,15,0,10,0,479,3,59,1188,15,199,62,5790,0,手机,,5G终端,苹果,A2639,是,22.4889,否,否,否,城区二分公司,0,0,158,520,101.0,101.0,404.0,,,银卡
用户3528,8,8,8,8,1,2,-1,-1,5,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,2.0,,否,否,0.0,0.0,否,否,38,女,0.0,12.0,54.0,0.0,3427.0,0.0,2379.0,12411.0,344512.0,392649.0,12,2287,0,561,0,0,8,0,1167,16,40,822,3,223,50,1228,1,手机,iOS 12.0,4G终端,苹果,A2223,否,14.3668,否,否,否,城区二分公司,128,畅享套餐128档-语音28新流量100,128,215,68.67,68.67,277.33,,,三星
用户3529,10,9,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,39,女,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,6128.0,0,225,0,6,0,0,0,0,180,11,12,269,0,48,0,7,0,手机,iOS 14.1,5G终端,苹果,A2400,是,1.7271,否,否,否,城区三分公司,0,0,18,54,48.83,48.83,218.41,,,三星
用户3530,10,9,9,9,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,6.0,,否,否,0.0,0.0,否,是,38,性别不详,0.0,4.0,245.0,0.0,57.0,0.0,61748.0,140348.0,129704.0,1245276.0,137,2092,0,1381,0,0,34,0,1409,5,25,2018,0,480,474,2090,0,手机,,4G终端,苹果,iPhone XS (A2098),否,25.0,否,否,否,昌平分公司,0,0,80,212,65.0,65.0,260.0,,,三星
用户3531,10,10,10,10,1,-1,-1,-1,5,6,7,-1,,1,2,3,4,-1,,1,-1,3,4,5,-1,,-1,2,3,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,3,4,5,-1,-1,-1,-1,,-1,,,354.0,2126248.0,,,否,否,0.0,0.0,否,是,35,女,0.0,2.0,134.0,0.0,179.0,739.05,240947.0,24526.0,27076.0,1062918.0,763,1327,36,1372,0,0,14,0,643,26,0,1911,0,1144,125,2207,0,手机,,5G终端,欧珀,PEPM00,是,30.0098,否,否,否,城区二分公司,88,畅享套餐88档-语音8流量不限量80,88,164,78.0,78.0,312.0,,2017-07-29,二星
用户3532,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,1.0,,否,否,0.0,0.0,否,否,0,男,0.0,2.0,10.0,0.0,1.0,2.65,3080726.0,359.0,33473.0,107007.0,3,2811,2,115,0,0,0,0,1946,0,5,329,0,3451,492,416,0,手机,Android 10,5G终端,华为,LIO-AN00,否,28.5438,否,否,否,城区三分公司,0,0,128,388,133.63,133.63,529.2,,,银卡
用户3533,8,9,9,9,-1,-1,-1,-1,5,-1,-1,-1,,1,2,3,4,-1,,1,-1,3,-1,-1,-1,,1,2,3,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,,-1,,,93.0,702114.0,,,否,否,0.0,0.0,否,否,47,男,0.0,0.0,0.0,0.0,0.0,8.61,1348868.0,0.0,0.0,18464.0,9,21,0,31,0,0,0,0,6,0,0,109,0,1338,0,67,0,手机,Android 10,5G终端,华为,NOH-AN00,是,63.5022,否,否,否,城区三分公司,0,0,238,328,168.13,168.13,690.4,2009-07-12,2009-02-26,金卡
用户3534,9,8,8,8,1,-1,3,-1,5,-1,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,3.0,,否,否,0.0,0.0,否,否,36,男,0.0,8.0,5447.0,0.0,380460.0,278.08,3262.0,5373.0,9718.0,11851.0,283,82,0,40,0,0,2,0,70,1,15,299,372,123,61,310,0,手机,iOS 12.0,4G终端,苹果,A2223,否,38.7646,否,否,否,不详,29,畅享套餐29档-语音29流量0,29,686,68.0,68.0,263.57,,,三星
用户3535,9,10,9,10,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,3,4,-1,,1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,11.0,448.0,,,否,否,0.0,0.0,否,是,37,男,0.0,1.0,16.0,0.0,3.0,12462.6,53301.0,623481.0,94.0,369340.0,13071,1254,67,1588,0,0,0,0,568,1,12,826,0,401,628,14230,0,手机,,4G终端,苹果,iPhone 7Plus A1661,否,39.7448,否,否,否,密云分公司,128,畅享套餐128档-语音28流量不限量100,128,11,98.03,98.03,392.1,,,三星
