用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,重定向次数,重定向驻留时长,家宽投诉,资费投诉,4\5G用户,语音方式,是否关怀用户,是否去过营业厅,ARPU（家庭宽带）,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,是否实名登记用户,客户星级标识,当月欠费金额,前第3个月欠费金额
2100,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,846,0,华为,BLA-AL00,61.8,846,0.0,1112,0.0,4053044,0,否,否,三星,0.0,0.0
2101,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,137,0,小米科技,M2002J9E,25.29,137,0.0,237,0.0,20422794,0,是,否,三星,0.0,0.0
2102,10,10,10,10,1,-1,-1,-1,-1,-1,-1,7,-1,,-1,-1,3,-1,-1,-1,-1,,0,4,0,568.0,19288.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,647,0,苹果,A2404,160.89,647,0.0,1138,0.0,41566908,0,是,否,银卡,0.0,0.0
2103,9,9,8,8,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,0,12,0,1910.0,61977.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,550,0,苹果,A2634,60.0,550,0.0,374,0.0,17034875,0,是,否,三星,0.0,0.0
2104,9,6,6,6,1,-1,2,-1,-1,5,6,7,-1,,1,2,3,-1,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,827,0,华为,VTR-AL00,56.8,827,0.0,331,0.0,13863516,0,否,否,三星,0.0,0.0
2105,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,305,0,华为,LYA-AL00,58.0,305,0.0,684,0.0,10793989,0,否,否,三星,0.0,0.0
2106,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,694,0,苹果,iPhone 8 Plus A1864,130.0,694,0.0,986,0.0,3490988,0,否,否,银卡,0.0,0.0
2107,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,300,0,华为,JER-AN20,121.1,300,0.0,264,0.0,22334503,0,否,否,银卡,0.0,0.0
2108,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,2,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,101,0,欧珀,PEMM00,21.0,101,0.0,301,0.0,417810,0,是,否,三星,0.0,0.0
2109,1,2,1,1,1,1,-1,-1,-1,-1,-1,-1,98,北京市大兴区黄村镇狼垡一村,1,2,3,4,-1,-1,-1,,180,4,20,931.0,33387.0,0,0,5G,EPSFB,,是,0.0,812.69,是,19.0,0.0,452,0,欧珀,PEXM00,72.3,452,0.0,385,0.0,91856379,0,是,否,三星,0.0,0.0
2110,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,316,0,华为,NOP-AN00,39.0,316,0.0,310,0.0,14980681,0,是,否,三星,0.0,0.0
2111,10,10,10,10,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,0,0,,,1,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,317,0,华为,NOH-AN00,30.0,317,0.0,159,0.0,1726767,0,是,否,三星,0.0,0.0
2112,8,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,22,1,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,183,0,苹果,A2412,62.0,183,0.0,119,0.0,1194643,0,是,否,三星,0.0,0.0
2113,10,8,10,8,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,6,-1,,0,20,1,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,658,0,华为,HUAWEI NXT-AL10,21.1,658,0.0,382,0.0,1260616,0,否,是,一星,0.0,0.0
2114,9,9,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,151,0,苹果,A2104,68.2,151,0.0,228,0.0,1773452,0,否,否,三星,0.0,0.0
2115,7,5,7,7,1,1,-1,-1,-1,5,6,7,-1,,1,-1,-1,4,-1,6,-1,,6,18,3,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,1308,0,苹果,iPhone 8 A1863,169.0,1308,0.0,975,0.0,8382281,0,否,否,银卡,0.0,0.0
2116,10,8,9,8,1,1,2,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,0,2,0,62.0,1054.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,347,0,华为,ELS-AN00,169.65,347,0.0,330,0.0,12504846,0,是,否,银卡,0.0,51.98
2117,10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,111,0,小米科技,M2011K2C,90.0,111,0.0,178,0.0,6167874,0,是,否,银卡,0.0,0.0
2118,9,9,9,9,1,-1,-1,-1,4,5,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,22,6,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,177,0,苹果,A2223,88.1,177,0.0,101,0.0,9540008,0,否,否,三星,0.0,0.0
2119,10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,22,5,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,50,0,苹果,A2108,60.0,50,0.0,55,0.0,24180566,0,否,否,二星,0.0,0.0
2120,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,1,484.0,13885.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,1547,0,华为,NOH-AN00,154.35,1547,0.0,615,0.0,28951442,0,是,否,银卡,0.0,0.0
2121,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,183,0,华为,TAS-AL00,19.0,183,0.0,183,0.0,989174,0,否,否,三星,0.0,0.0
2122,1,1,1,1,1,1,2,-1,-1,-1,6,-1,-1,,1,2,3,-1,-1,-1,-1,,0,7,3,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,326,0,苹果,A2107,135.0,326,0.0,449,0.0,8894925,0,否,否,银卡,0.0,0.0
2123,10,10,9,9,1,1,-1,-1,-1,-1,-1,-1,98,电梯间,-1,-1,3,4,-1,6,-1,,0,2,0,,,0,0,4G,CSFB,,是,0.0,301.92,是,40.87,0.0,157,0,华为,NOH-AN00,68.87,157,0.0,164,6.77617109741672e-07,8854558,6,是,否,三星,0.0,0.0
2124,10,9,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,-1,-1,,0,6,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,247,0,苹果,A2412,58.0,247,0.0,334,0.0,1028347,0,是,否,三星,0.0,0.0
2125,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,16,0,,,2,0,4G,VOLTE,,,0.0,0.0,是,0.58,0.0,267,0,步步高,V1990A,14.58,267,0.0,231,0.0,101806,0,否,否,三星,0.0,0.0
2126,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,177,0,小米科技,M2101K9C,99.7,177,0.0,281,0.0,6402945,0,是,否,三星,0.0,0.0
2127,9,8,8,7,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,25,14,1,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,1850,0,苹果,iPhone 8 Plus A1864,91.1,1850,0.0,1627,0.0,5261098,0,否,否,三星,0.0,0.0
2128,9,9,9,8,1,-1,2,-1,-1,5,-1,7,-1,,-1,-1,-1,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,864,0,三星,SM-N9500,100.18,864,0.0,856,0.0,6090382,0,否,否,三星,0.0,0.0
2129,8,6,7,8,1,1,2,-1,-1,5,6,-1,-1,,1,2,3,4,5,6,-1,,0,12,1,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,375,0,苹果,A2412,70.0,375,0.0,293,0.0,873043,0,是,是,三星,0.0,0.0
2130,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,22,10,2,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,164,0,苹果,A2644,69.0,164,0.0,278,0.0,1713790,0,否,否,三星,0.0,0.0
2131,7,6,6,8,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,5,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,36,0,华为,YAL-AL00,18.0,36,0.0,323,0.0,1379305,0,否,否,三星,0.0,0.0
2132,9,9,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,727,0,华为,ANA-AN00,110.11,727,0.0,474,0.0,10129488,0,否,否,二星,0.0,0.0
2133,10,9,9,9,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,0,10,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,833,0,苹果,A2220,105.0,833,0.0,947,0.0,32159518,0,否,否,三星,0.0,0.0
2134,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,21,0,华为,LIO-AN00,48.0,21,0.0,152,0.0,16878550,0,是,否,三星,0.0,0.0
2135,9,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,22,7,1,238.0,8806.0,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,207,0,步步高,vivo Y67,31.51,207,0.0,187,0.0,10202033,0,否,否,二星,0.0,0.0
2136,10,10,10,9,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,25,32,2,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,389,0,华为,JKM-AL00b,11.0,389,0.0,387,0.0,4250931,0,否,否,二星,0.0,0.0
2137,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,352.0,9524.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,71,0,苹果,A2404,98.0,71,0.0,133,0.0,3409562,0,是,否,三星,0.0,0.0
2138,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,8,8,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,198,0,苹果,A2217,60.0,198,0.0,203,0.0,8979099,0,否,否,三星,0.0,0.0
2139,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,6,1,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,108,0,苹果,A2104,9.1,108,0.0,324,0.0,668377,0,否,否,三星,0.0,0.0
2140,5,6,6,6,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,0,10,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,401,0,苹果,A2223,318.3,401,0.0,528,0.0,42959318,0,否,否,白金卡,0.0,0.0
2141,8,8,7,7,1,1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,4,-1,6,-1,,0,0,0,30.0,480.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,27,0,苹果,A2412,58.0,27,0.0,256,0.0,6949819,0,是,否,三星,0.0,0.0
2142,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,123,0,华为,HWI-TL00,90.0,123,0.0,188,0.0,3746795,0,否,否,银卡,0.0,0.0
2143,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,12,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,150,0,步步高,V1824A,0.0,150,0.0,199,0.0,7866532,0,否,是,一星,0.0,0.0
2144,5,4,5,3,1,1,2,-1,-1,-1,6,-1,-1,,-1,-1,3,-1,-1,6,-1,,0,7,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,1061,0,苹果,A2223,353.0,1061,0.0,1179,0.0,89347044,0,否,否,白金卡,0.0,0.0
2145,10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,653.0,22068.0,0,0,5G,EPSFB,,是,0.0,934.02,是,27.0,0.0,253,0,苹果,A2644,146.4,253,0.0,143,0.0,41717185,0,是,否,银卡,0.0,0.0
2146,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,27.0,1080.0,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,124,0,苹果,A2404,22.75,124,0.0,126,0.0,51440,0,否,否,三星,0.0,0.0
2147,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,205,0,欧珀,PDNM00,20.0,205,0.0,219,0.0,68655,0,否,否,三星,0.0,0.0
2148,9,8,9,9,1,-1,2,-1,-1,5,-1,-1,-1,,-1,2,-1,-1,-1,-1,-1,,21,8,2,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,304,0,苹果,iPhone X A1865,68.0,304,0.0,423,0.0,10315385,0,否,否,三星,0.0,0.0
2149,10,10,10,10,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,0,2,1,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,334,0,欧珀,PCLM10,18.0,334,0.0,267,0.0,154684,0,否,否,三星,0.0,0.0
2150,3,5,5,4,1,1,2,-1,4,-1,6,-1,-1,,-1,2,3,4,-1,6,-1,,0,7,1,106.0,2679.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,638,0,苹果,A2644,121.0,638,0.0,456,0.0,57755199,0,是,否,银卡,0.0,0.0
2151,6,6,7,7,1,1,2,-1,4,5,-1,-1,-1,,1,2,-1,4,5,-1,-1,,0,0,0,98.0,3190.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,594,0,苹果,A2412,46.33,594,0.0,645,0.0,13260508,0,是,否,三星,0.0,0.0
2152,4,8,4,4,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,0,8,0,447.0,11018.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,857,0,欧珀,PEDM00,161.6,857,0.0,1536,0.0,36194737,0,是,否,金卡,0.0,0.0
2153,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,21,6,4,595.0,15090.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,53,0,苹果,A2412,10.0,53,0.0,118,0.0,10343313,0,是,否,准星,0.0,0.0
2154,8,8,8,8,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,0,0,0,694.0,16223.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,122,0,苹果,A2639,60.0,122,0.0,186,0.0,5471679,0,是,否,三星,0.0,0.0
2155,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,2G,GSM,,,0.0,0.0,否,0.0,0.0,91,0,华为,HLK-AL00,36.0,91,0.0,126,0.0,0,0,否,否,三星,0.0,0.0
2156,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,2,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,276,0,欧珀,PEDM00,140.0,276,0.0,438,0.0,6509955,0,是,否,银卡,0.0,0.0
2157,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,9,4,4,,,0,0,4G,VOLTE,,是,0.0,1053.11,是,30.0,0.0,324,0,小米科技,M1902F1A,153.2,324,0.0,192,0.0,60453355,0,否,否,银卡,0.0,0.0
2158,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,21,7,2,99.0,4922.0,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,747,0,苹果,A2220,89.6,747,0.0,631,0.0,47405357,0,否,否,银卡,0.0,0.0
2159,9,7,8,9,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,0,0,0,,,2,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,577,0,苹果,iPhone XS (A1920),161.7,577,0.0,441,0.0,41915741,0,否,否,银卡,0.0,0.0
2160,8,7,7,7,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,0,0,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,298,0,苹果,A2104,10.0,298,0.0,247,0.0,5187428,0,否,否,二星,0.0,0.0
2161,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,334,0,苹果,A2404,131.2,334,0.0,259,0.0,10004636,0,是,否,银卡,0.0,0.0
2162,8,8,8,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,51.0,969.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,239,0,苹果,A2412,43.0,239,0.0,156,0.0,20343936,0,是,否,三星,0.0,0.0
2163,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,18,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,202,0,华为,CLT-AL00,152.4,202,0.0,241,0.0,2059327,0,否,否,银卡,0.0,0.0
2164,9,5,5,6,1,1,-1,-1,4,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,0,8,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,109,0,华为,POT-AL00a,15.0,109,0.0,222,0.0,4159916,0,否,否,一星,0.0,0.0
2165,1,2,2,3,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,4,-1,-1,-1,,0,8,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,269,0,苹果,A2108,120.0,269,0.0,166,0.0,19850105,0,否,否,银卡,0.0,0.0
2166,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,3,-1,-1,6,-1,,0,8,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,5948,0,苹果,A2408,311.87,5948,0.0,2728,0.0,64266430,0,否,否,银卡,0.0,61.28
2167,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,16,5,825.0,39953.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,1337,0,苹果,A2408,168.0,1337,0.0,2699,0.0,112109967,0,是,否,金卡,0.0,0.0
2168,7,8,9,6,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,0,12,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,285,0,华为,HRY-AL00,69.3,285,0.0,335,0.0,167121,0,否,否,三星,0.0,0.0
2169,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,51,0,小米科技,M2012K11AC,8.0,51,0.0,178,0.0,63653,0,否,否,二星,0.0,0.0
2170,6,3,6,8,1,-1,2,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,6,5,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,747,0,苹果,iPhone X A1865,20.0,747,0.0,147,0.0,13702376,0,否,否,三星,0.0,0.0
2171,8,4,7,6,1,1,2,-1,4,5,6,7,-1,,1,2,3,4,-1,6,-1,,6,7,0,1487.0,110476.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,205,0,苹果,A2404,70.0,205,0.0,120,0.0,4682021,0,是,否,二星,0.0,0.0
2172,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,8,1,1046.0,42437.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,354,0,苹果,A2639,134.65,354,0.0,528,0.0,32408584,0,是,否,银卡,141.96,126.75
2173,6,5,6,5,1,-1,2,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,124,0,华为,NOH-AN00,15.2,124,0.0,126,0.0,5019723,0,否,否,二星,0.0,0.0
2174,8,7,8,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,301,0,华为,OXF-AN10,85.0,301,0.0,190,0.0,15416173,0,否,否,三星,0.0,0.0
2175,10,10,9,9,1,-1,2,-1,-1,-1,-1,-1,98,一楼,-1,-1,-1,4,-1,-1,98,一楼信号不好,0,0,0,99.0,2393.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,203,0,华为,ELS-AN00,18.0,203,0.0,227,0.0,14197021,0,是,否,三星,0.0,0.0
2176,10,9,10,9,1,1,-1,-1,-1,5,-1,7,-1,,-1,-1,-1,-1,-1,6,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,99,0,华为,ASK-AL00x,48.0,99,0.0,334,0.0,19118125,0,否,是,三星,0.0,0.0
2177,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,10.0,0.0,116,0,小米科技,M2007J3SC,35.0,116,0.0,150,0.0,75105240,0,是,是,准星,0.0,0.0
2178,10,10,10,10,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,4,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,137,0,华为,ELS-AN00,140.1,137,0.0,194,0.0,262325,0,是,否,银卡,0.0,0.0
2179,5,6,5,5,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,267,0,小米科技,M1902F1A,100.09,267,0.0,379,0.0,19115590,0,否,否,银卡,0.0,0.0
2180,10,5,5,5,1,-1,-1,-1,-1,-1,-1,-1,98,户外,-1,-1,-1,4,-1,-1,-1,,0,8,2,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,626,0,苹果,A2104,145.55,626,0.0,348,0.0,24050133,0,否,否,银卡,0.0,120.36
2181,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,8,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,178,0,步步高,V2048A,40.28,178,0.0,174,0.0,906150,0,是,否,三星,0.0,0.0
2182,9,8,7,7,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,0,4,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,700,0,苹果,A2104,57.38,700,0.0,415,0.0,2083223,0,否,否,三星,0.0,0.0
2183,9,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,263,0,欧珀,PDYM20,18.0,263,0.0,371,0.0,14593946,0,否,否,三星,0.0,0.0
2184,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,3,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,347,0,苹果,A2644,60.0,347,0.0,336,0.0,1231641,0,是,否,三星,0.0,0.0
2185,1,1,1,1,1,1,2,-1,4,5,-1,7,-1,,1,2,3,4,5,6,-1,,0,8,1,148.0,4107.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,719,0,苹果,A2408,58.0,719,0.0,520,0.0,11926690,0,是,否,白金卡,0.0,0.0
2186,6,6,6,5,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,21,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,235,0,华为,NOP-AN00,145.0,235,0.0,447,0.0,30329093,0,是,否,银卡,0.0,0.0
2187,9,8,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,24,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,419,0,华为,JAD-AL00,180.0,419,0.0,386,0.0,12383059,0,否,否,银卡,133.77,93.77
