用户id,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
1455,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,10,2,否,男,5G,否,0.0,是,0.0,0.0,281,0,华为,CDY-AN00,60.0,281,60.0,178,0.0,33599941,0,是,二星,是
1456,1,1,-1,-1,4,5,-1,7,-1,,1,2,3,4,-1,-1,-1,,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,150,0,索尼爱立信,J9110,15.0,150,16.62,153,0.0,1059526,0,否,三星,否
1457,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,16,17,0,否,女,5G,否,0.0,是,0.0,0.0,715,0,苹果,A2412,138.0,715,208.0,302,0.0,28500483,0,是,银卡,否
1458,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,-1,-1,6,-1,,16,5,0,否,男,4G,否,0.0,是,0.0,0.0,167,0,苹果,A2223,70.0,167,70.0,534,0.0,22385182,0,否,三星,是
1459,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,11,1,否,男,4G,否,0.0,是,0.0,0.193370165745856,362,70,华为,VOG-AL00,98.0,362,99.45,320,0.295163864042704,17139117,5058848,否,三星,是
1460,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,6,1,否,女,4G,否,0.0,是,0.0,0.0,247,0,苹果,A2408,132.1,247,132.3,221,0.0,14152511,0,否,银卡,否
1461,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,-1,-1,,18,7,1,否,女,5G,否,0.0,是,0.0,0.0,204,0,小米科技,21091116C,65.0,204,61.2,194,0.0,15945860,0,是,三星,是
1462,1,1,-1,-1,-1,5,6,-1,-1,,1,-1,3,4,-1,6,-1,,0,4,0,否,女,4G,否,0.0,是,0.0,0.0,220,0,华为,BKL-AL20,21.3,220,17.8,135,0.0,2113155,0,否,三星,否
1463,1,1,2,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,26,13,0,否,女,4G,否,0.0,是,0.0,0.0,418,0,苹果,iPhone 6S A1700,25.0,418,35.0,160,0.0,11732495,0,否,三星,否
1464,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,0,1,0,否,女,4G,否,0.0,是,0.0,0.0,170,0,华为,TEL-AN00a,19.0,170,19.0,55,0.0,494810,0,否,二星,否
1465,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,38,0,0,否,男,4G,否,38.01,是,10.0,0.0,157,0,步步高,V1813A,41.19,157,60.28,165,0.0,12505243,0,否,三星,否
1466,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,33,4,0,否,男,5G,否,0.0,是,0.0,0.0,336,0,苹果,A2412,111.0,336,111.0,198,0.0,58073624,0,是,银卡,否
1467,1,1,2,3,4,5,-1,-1,-1,,-1,-1,3,4,5,6,-1,,4,0,0,否,女,5G,否,0.0,是,0.0,0.0,189,0,苹果,A2400,99.5,189,100.52,468,0.0,4963796,0,是,未评级,否
1468,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,298,5,5,否,男,4G,否,0.0,是,0.0,0.0,197,0,华为,YAL-AL00,24.0,197,28.0,157,0.0,70310304,0,否,二星,否
1469,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,18,1,1,否,男,5G,否,0.0,是,0.0,0.0,164,0,苹果,A2404,67.0,164,67.3,532,0.0,6253748,0,是,银卡,否
1470,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,0,0,否,男,4G,否,0.0,是,0.0,0.0,188,0,苹果,iPhone 7 A1660,39.72,188,32.88,93,0.0,6470471,0,否,三星,否
1471,1,-1,-1,-1,-1,-1,-1,-1,98,电梯内。,-1,-1,-1,-1,-1,6,-1,,0,8,0,否,男,4G,否,0.0,是,0.0,0.0,584,0,小米科技,M2011K2C,16.79,584,30.28,431,0.0,583476,0,否,银卡,否
1472,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,31,9,1,否,男,4G,否,0.0,是,0.0,0.0,643,0,华为,ELE-AL00,74.97,643,42.45,386,0.0,20943702,0,否,三星,否
1473,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,3,-1,-1,6,-1,,13,5,7,否,女,4G,是,4.67,是,1.45,0.0,139,0,华为,PAR-AL00,1.6,139,0.0,113,0.0,1668444,0,否,三星,否
1474,1,-1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,6,-1,,8,31,4,否,男,4G,否,0.0,是,0.0,0.0,1236,0,苹果,A2223,130.7,1236,125.0,1288,0.0,79655795,0,否,银卡,否
1475,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,9,0,否,男,4G,否,0.0,是,0.0,0.0,203,0,华为,HLK-AL00,39.76,203,59.0,195,0.0,19110818,0,否,三星,否
1476,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,11,0,否,男,4G,否,0.0,是,0.0,0.0,403,0,华为,LYA-AL00,85.0,403,93.0,460,0.0,25442078,0,否,三星,否
1477,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,38,12,3,否,女,5G,否,0.0,是,0.0,0.0,484,0,苹果,A2412,161.1,484,161.0,553,0.0,39105879,0,是,银卡,是
1478,1,1,2,-1,4,5,-1,7,98,医院,1,2,-1,4,-1,6,-1,,9,8,0,否,女,5G,否,0.0,是,0.0,0.0,155,0,苹果,A2404,12.88,155,10.0,23,0.0,13171664,0,是,二星,否
1479,1,1,2,-1,-1,-1,-1,-1,-1,,-1,2,3,-1,-1,6,-1,,44,17,0,否,女,4G,否,0.0,是,0.0,0.0,619,0,苹果,A2223,49.0,619,49.9,782,0.0,15420286,0,否,三星,否
1480,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,28,1,否,男,4G,否,0.0,是,0.0,0.0,364,0,华为,VOG-AL00,62.2,364,63.4,535,0.0,134763,0,否,三星,否
1481,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,17,14,2,否,男,4G,否,2.1,是,0.87,0.0,431,0,苹果,A2223,41.08,431,20.83,217,0.0,148109,0,否,三星,否
1482,1,1,2,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,13,13,0,否,男,4G,否,0.0,是,0.0,0.0,406,0,苹果,iPhone 8 A1863,42.0,406,42.15,340,0.0,21665527,0,否,三星,是
1483,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,-1,-1,,17,7,19,否,男,4G,否,0.0,是,0.0,0.0,169,0,苹果,iPhone 7 A1660,93.0,169,93.0,198,0.0,21218112,0,否,银卡,否
1484,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,4,6,0,否,男,4G,否,0.0,是,0.0,0.0,301,0,小米科技,M2007J17C,65.0,301,65.0,111,0.0,4264844,0,否,三星,否
1485,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,6,53,3,否,男,5G,否,9962.62,是,132.0,0.0,866,0,苹果,A2644,373.0,866,231.0,763,0.0,108848903,0,是,银卡,否
1486,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,14,7,1,否,女,5G,否,0.0,是,0.0,0.0,383,0,步步高,V2072A,100.0,383,100.0,439,0.00142644132894476,49173421,70143,是,三星,否
1487,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,13,0,否,女,4G,否,0.0,是,0.0,0.0,149,0,苹果,iPhone 8 Plus A1864,59.1,149,59.0,72,0.0,61846888,0,否,三星,否
1488,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,144,7,1,否,女,5G,否,73.48,是,1.23,0.0,186,0,华为,YOK-AN10,81.93,186,71.2,135,0.0,18787519,0,是,三星,否
1489,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,11,0,否,男,4G,否,0.0,是,0.0,0.0,310,0,华为,AQM-AL10,33.3,310,33.0,327,0.0,14436623,0,否,三星,否
1490,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,5,6,-1,,3,2,3,否,男,5G,否,0.0,是,0.0,0.0,327,0,小米科技,M2012K10C,95.0,327,95.0,276,1.93968550619983e-05,37016310,718,是,银卡,否
1491,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,2,4,8,否,女,5G,否,0.0,是,0.0,0.0942249240121581,329,31,苹果,A2644,128.0,329,128.0,326,0.0667746024080989,21221886,1417083,是,三星,是
1492,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,26,11,1,否,男,4G,否,0.0,是,0.0,0.0,537,0,华为,MOA-AL20,135.0,537,135.0,470,0.0,45984231,0,否,金卡,否
1493,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,1,否,女,4G,否,0.0,是,0.0,0.0,194,0,苹果,iPhone 8 Plus A1864,49.2,194,48.29,274,0.0,3754625,0,否,三星,否
1494,1,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,11,22,1,否,性别不详,5G,否,0.0,是,0.0,0.0,330,0,苹果,A2412,118.0,330,110.0,306,0.0,12951359,0,是,三星,是
1495,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,-1,-1,,6,38,2,否,男,5G,否,0.0,是,0.0,0.0,556,0,苹果,A2629,161.91,556,191.17,909,0.0,9950707,0,是,银卡,否
1496,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,1,7,0,否,男,4G,否,0.0,是,0.0,0.0,460,0,华为,CLT-AL00,60.0,460,55.0,192,0.0,10818709,0,否,三星,否
1497,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,141,0,华为,LIO-AN00,130.0,141,130.0,95,0.0,11087847,0,是,三星,否
1498,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,3,13,0,否,女,4G,否,0.0,是,0.0,0.0,203,0,小米科技,M2102J2SC,18.0,203,29.0,346,0.0,5231155,0,否,三星,否
1499,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,34,4,否,男,4G,否,0.0,是,0.0,0.0,764,0,华为,TET-AN00,120.0,764,120.0,1112,0.0,291499,0,否,银卡,否
1500,1,-1,2,-1,-1,5,-1,7,-1,,-1,-1,-1,4,-1,6,-1,,0,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,846,0,华为,JEF-AN00,58.0,846,58.0,133,0.0,37829243,0,是,二星,否
1501,1,1,2,-1,4,-1,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,14,16,0,否,女,4G,否,0.0,是,0.0,0.00520833333333333,192,1,华为,NAM-AL00,129.1,192,108.0,130,0.000730830052240879,22941038,16766,否,三星,否
1502,1,-1,-1,-1,-1,-1,-1,7,-1,,1,-1,3,4,-1,6,-1,,9,6,2,否,男,5G,否,0.0,是,0.0,0.0,338,0,欧珀,PEYM00,98.0,338,113.0,470,0.0,115775266,0,是,三星,否
1503,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,61,7,14,否,男,5G,否,0.0,是,0.0,0.0,222,0,华为,OCE-AN50,70.0,222,63.0,240,0.0,13542419,0,是,三星,是
1504,1,1,2,-1,-1,5,6,7,-1,,1,-1,3,-1,-1,6,-1,,6,5,1,否,女,5G,否,0.0,是,0.0,0.0,242,0,华为,KKG-AN00,9.0,242,8.0,218,0.0,4613350,0,是,三星,否
1505,1,1,2,-1,-1,-1,-1,-1,98,社区卡口,-1,-1,3,4,-1,-1,-1,,14,10,1,否,女,4G,否,0.0,是,0.0,0.0,181,0,苹果,iPhone 8 Plus A1864,18.0,181,18.0,269,0.0,3862193,0,否,二星,否
1506,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,5,-1,-1,,2,58,1,否,女,4G,否,0.0,是,0.0,0.0,1739,0,苹果,iPhone 8 Plus A1864,178.0,1739,178.0,1024,0.0,75820183,0,否,金卡,否
1507,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,12,0,否,性别不详,4G,否,0.0,是,0.0,0.0,225,0,华为,ELS-AN00,51.0,225,51.0,147,0.0,30836533,0,否,三星,是
1508,1,-1,-1,-1,-1,-1,-1,-1,98,爬山时,1,-1,-1,4,-1,6,-1,,26,12,3,否,男,4G,否,0.0,是,0.0,0.0,360,0,华为,NOH-AN00,123.0,360,121.96,294,0.0,13660786,0,否,银卡,是
1509,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,14,1,1,否,性别不详,5G,是,0.0,是,0.0,0.0,251,0,小米科技,M2012K11AC,41.73,251,39.0,171,0.0,64561376,0,是,三星,否
1510,1,1,-1,-1,-1,5,6,-1,-1,,-1,-1,3,4,-1,-1,-1,,18,10,1,否,男,5G,否,0.0,是,0.0,0.0,255,0,欧珀,PEGT00,68.0,255,58.29,274,0.0,48347016,0,是,三星,否
1511,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,79,1,否,男,4G,否,0.0,是,0.0,0.0,973,0,小米科技,M2007J3SC,79.0,973,75.0,1033,0.0,8267990,0,否,三星,否
1512,1,-1,-1,-1,4,-1,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,3,0,0,否,女,5G,否,0.0,是,0.0,0.0,1083,0,苹果,A2639,102.0,1083,0.0,0,0.0,706952,0,是,二星,否
1513,1,-1,2,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,31,24,3,否,女,4G,否,0.0,是,0.0,0.0,483,0,华为,YAL-AL00,21.3,483,21.0,369,0.0,17030411,0,否,三星,否
1514,1,-1,-1,-1,-1,-1,-1,-1,98,地库,1,-1,-1,-1,-1,6,-1,,2,0,0,否,女,5G,否,0.0,是,0.0,0.0,239,0,小米科技,2201123C,59.0,239,44.0,217,0.0,4289851,0,是,三星,否
1515,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,2,2,0,否,女,5G,否,0.0,是,0.0,0.0,292,0,华为,TAS-AN00,128.0,292,156.2,307,0.0,4300351,0,是,银卡,是
1516,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,1,否,女,5G,否,0.0,是,0.0,0.0,190,0,欧珀,PEAM00,23.2,190,24.4,247,0.0,10347914,0,是,三星,否
1517,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,18,1,否,男,5G,否,0.0,是,0.0,0.0,713,0,小米科技,M2102J2SC,28.0,713,28.0,366,2.13537003633235e-06,5151332,11,是,三星,否
1518,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,1,1,1,否,女,5G,否,0.0,是,0.0,0.0,796,0,欧珀,PFJM10,116.5,796,138.16,1062,0.0,7411010,0,是,三星,否
1519,1,1,-1,-1,4,5,-1,-1,-1,,-1,-1,3,4,5,6,-1,,2,5,0,否,男,4G,否,0.0,是,0.0,0.0,163,0,步步高,vivo NEX A,115.0,163,115.0,67,0.0,1547312,0,否,三星,否
1520,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,14,2,否,男,4G,否,0.0,是,0.0,0.0,367,0,苹果,A2108,60.0,367,60.0,323,0.0,15092955,0,否,三星,是
1521,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,45,3,否,女,4G,否,0.0,是,0.0,0.0,598,0,欧珀,PCLM10,48.0,598,48.0,1092,0.0,4824920,0,否,三星,否
1522,1,-1,-1,-1,4,5,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,25,6,1,否,男,4G,否,0.0,是,0.0,0.0,184,0,苹果,iPhone XS MAX (A1921),111.0,184,111.0,117,0.0,32008362,0,否,银卡,否
1523,1,1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,-1,-1,6,-1,,20,24,1,否,男,4G,否,0.0,是,0.0,0.0,284,0,小米科技,M1803E1A,24.0,284,29.0,347,0.0,4006357,0,否,三星,否
1524,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,0,0,否,女,4G,否,0.0,是,0.0,0.0,264,0,华为,EVR-AL00,37.0,264,37.0,76,0.0,12677384,0,否,三星,否
1525,1,-1,-1,-1,4,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,3,36,7,否,女,4G,否,11.77,是,2.03,0.0,890,0,苹果,A2223,24.93,890,18.1,824,0.0,4129355,0,否,三星,否
1526,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,12,35,2,否,女,4G,否,0.0,是,0.0,0.0,449,0,苹果,A2404,80.0,449,80.1,438,2.53229610183538e-05,17691454,448,否,三星,是
1527,1,1,2,-1,-1,5,-1,-1,98,地下停车场,1,2,3,4,-1,-1,-1,,5,10,3,否,性别不详,4G,否,0.0,是,0.0,0.0,335,0,华为,EVR-AN00,112.73,335,110.71,286,0.0,17057099,0,否,银卡,否
1528,1,1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,4,-1,-1,-1,,30,91,10,否,男,5G,否,0.0,是,0.0,0.0,327,0,苹果,A2412,10.0,327,10.4,352,0.0,20562334,0,是,一星,否
1529,1,1,2,-1,4,5,-1,-1,98,不但电话质量不咋地，移动网络更差劲,1,2,3,4,-1,6,-1,,1,5,0,否,女,4G,否,0.0,是,0.0,0.0,190,0,苹果,iPhone X A1865,30.0,190,30.0,108,0.0,9744579,0,否,三星,否
1530,1,1,-1,-1,-1,5,-1,7,-1,,-1,-1,-1,4,-1,6,-1,,43,0,0,否,性别不详,4G,否,0.0,是,0.0,0.0,141,0,华为,LYA-AL00,66.0,141,66.0,144,0.0,22548496,0,否,三星,是
1531,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,8,9,1,否,男,4G,否,0.0,是,0.0,0.0,162,0,华为,PCT-AL10,60.0,162,60.0,189,0.0,9070412,0,否,三星,否
1532,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,1,否,男,5G,否,0.0,是,0.0,0.0,162,0,小米科技,M2012K11AC,19.5,162,19.0,114,0.0,5586541,0,是,三星,否
1533,1,1,-1,-1,-1,-1,-1,-1,98,不是很偏远山区,-1,-1,3,-1,-1,6,-1,,49,7,0,否,男,4G,否,0.0,是,0.0,0.0,130,0,华为,LON-AL00,56.0,130,72.0,302,0.0,9806661,0,否,三星,是
1534,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,3,4,5,6,-1,,2,0,3,否,女,5G,否,0.0,是,0.0,0.0,306,0,小米科技,M2007J17C,58.0,306,58.2,291,0.0,7176102,0,是,三星,否
1535,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,2,3,否,男,5G,是,0.0,是,0.0,0.0,261,0,华为,EBG-AN00,150.0,261,150.0,156,0.0,8411706,0,是,银卡,是
1536,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,7,22,0,否,女,4G,否,0.0,是,0.0,0.0,569,0,三星,SM-G9600/DS,199.0,569,48.3,633,0.0,4548697,0,否,三星,否
1537,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,31,0,否,女,4G,否,0.0,是,0.0,0.0,1028,0,华为,VOG-AL00,60.42,1028,48.06,456,0.0,8107728,0,否,二星,否
1538,1,1,-1,-1,4,5,6,-1,-1,,-1,-1,-1,4,-1,6,-1,,0,22,0,否,男,4G,否,0.0,是,0.0,0.0,667,0,华为,ANG-AN00,59.4,667,59.3,806,0.0,309063,0,否,三星,否
1539,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,362,0,中国移动,SP200,29.5,362,29.88,339,0.0,9059336,0,是,三星,否
1540,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,19,4,否,女,4G,否,0.0,是,0.0,0.0,506,0,苹果,A2412,106.37,506,125.75,661,0.0,31934312,0,否,三星,是
1541,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,25,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,165,0,小米科技,M2001J11C,129.0,165,166.82,163,0.0,20353801,0,是,银卡,否
1542,1,1,-1,-1,-1,5,6,-1,-1,,-1,-1,3,4,-1,-1,-1,,5,14,1,否,性别不详,4G,否,0.0,是,0.0,0.0,223,0,华为,LIO-AL00,142.49,223,142.0,166,0.0,2295808,0,否,银卡,是
1543,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,27,90,3,否,男,5G,否,0.0,是,0.0,0.0,1708,0,苹果,A2634,199.3,1708,195.0,1392,0.0,76351257,0,是,银卡,是
1544,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,30,11,4,否,男,4G,否,0.0,是,0.0,0.0,416,0,苹果,A2220,28.6,416,28.0,287,0.0,71663340,0,否,三星,否
1545,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,9,0,0,否,男,5G,否,0.16,是,5.0,0.0,170,0,苹果,A2644,31.4,170,24.4,134,0.0,2243438,0,是,一星,否
1546,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,6,-1,,12,45,1,否,女,4G,否,0.0,是,0.0,0.0,451,0,步步高,vivo X21A,81.41,451,75.0,154,0.0,2385579,0,否,三星,否
1547,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,4,0,0,否,男,5G,否,0.0,是,0.0,0.0,257,0,华为,NOH-AN00,35.0,257,35.0,265,0.0,37424655,0,是,三星,否
1548,1,1,2,3,4,5,6,7,98,太垃圾,1,2,3,4,5,6,-1,,27,0,0,否,性别不详,4G,否,0.0,是,0.0,0.0,1046,0,苹果,A2223,211.4,1046,131.5,424,0.0,10540910,0,否,银卡,否
1549,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,0,12,否,男,5G,否,0.0,是,0.0,0.0,723,0,苹果,A2400,93.0,723,90.52,1176,0.0,22927868,0,是,三星,是
1550,1,1,-1,3,-1,-1,6,-1,-1,,-1,-1,3,-1,-1,-1,-1,,5,59,5,否,男,4G,否,0.0,是,0.0,0.0,3413,0,华为,ARE-AL10,121.0,3413,121.0,3158,0.0,79954504,0,否,三星,是
1551,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,8,1,否,男,5G,否,0.0,是,0.0,0.0,158,0,苹果,A2412,172.1,158,145.8,168,0.0,3603754,0,是,银卡,否
1552,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,0,51,6,否,男,4G,否,0.0,是,0.0,0.0,298,0,华为,WLZ-AN00,13.73,298,11.15,416,0.0,139341,0,否,三星,否
1553,1,1,2,-1,-1,-1,-1,-1,-1,,1,2,3,-1,-1,6,-1,,1,6,0,否,女,4G,否,0.0,是,0.0,0.0,321,0,苹果,A2217,140.0,321,140.0,162,0.0,33806885,0,否,银卡,否
1554,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,2,0,0,否,女,4G,否,0.0,是,0.0,0.0,467,0,华为,LIO-AN00,69.34,467,88.0,157,0.0,13334043,0,否,二星,否
1555,1,1,2,-1,-1,5,6,7,-1,,1,2,3,4,-1,6,-1,,5,38,27,否,男,4G,否,0.0,是,0.0,0.0,795,0,苹果,iPhone 8 A1863,22.0,795,10.3,469,0.0102399715902651,3176376,32526,否,二星,否
1556,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,12,16,6,否,女,4G,否,0.0,是,0.0,0.0,267,0,苹果,A2100,58.5,267,58.0,245,0.0,1501016,0,否,三星,否
1557,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,173,15,2,否,男,4G,否,821.2,是,24.0,0.0,200,0,步步高,V2158A,173.1,200,146.5,206,0.0,57719266,0,否,三星,否
1558,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,43,37,1,否,女,5G,否,0.0,是,0.0,0.0911392405063291,395,36,苹果,A2639,75.0,395,75.0,218,0.226854206422783,7790206,1767241,是,三星,是
1559,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,5,6,-1,,1,31,6,否,女,5G,否,0.0,是,0.0,0.0,1143,0,苹果,A2404,50.3,1143,49.0,560,1.7271163339109e-06,16790994,29,是,三星,否
1560,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,4,5,否,女,5G,是,0.0,是,0.0,0.0,528,0,苹果,A2404,79.0,528,79.0,349,4.18575905193527e-07,45392006,19,是,三星,否
1561,1,1,-1,-1,-1,5,-1,-1,98,环路,1,-1,3,-1,-1,6,-1,,2,1,0,否,男,5G,否,0.0,是,0.0,0.0,817,0,华为,NOH-AN00,111.0,817,111.0,184,0.0,4159592,0,是,银卡,否
1562,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,5,0,否,男,4G,否,0.0,是,0.0,0.0,145,0,华为,JAD-AL00,25.0,145,25.0,150,0.0,3116588,0,否,三星,否
1563,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,6,-1,,0,15,0,否,女,4G,否,0.0,是,0.0,0.0,169,0,苹果,A2108,59.0,169,49.0,143,0.0,10951326,0,否,三星,否
